Date,Energy (kcal),Activity,Distance(km),Duration(min),Pace(min),Heart rate: Average(min),Heart rate: Maximum(min)
2568-02-11 17:05:39 - 17:31:30,277.912,running,5.002,25:51,5:10,142.667,155.0
2568-02-11 17:48:53 - 17:56:17,135.028,running,2.143,7:24,3:27,109.0,109.0
2568-02-11 18:04:55 - 18:12:26,135.984,running,2.149,7:31,3:29,139.0,139.0
2568-02-11 18:23:13 - 18:30:56,141.134,running,2.144,7:43,3:35,153.0,153.0
2568-02-11 18:44:06 - 18:52:10,144.09,running,2.14,8:04,3:46,141.0,141.0
2568-02-13 18:14:41 - 18:39:34,300.306,running,5.002,24:53,4:58,144.0,149.0
2568-02-13 18:55:39 - 19:17:03,358.545,running,5.523,21:24,3:52,163.5,171.0
2568-02-13 19:23:43 - 19:25:01,21.936,running,0.417,1:18,3:07,,
2568-02-13 19:27:28 - 19:28:44,20.849,running,0.423,1:16,2:59,,
2568-02-13 19:32:06 - 19:33:21,21.264,running,0.421,1:15,2:58,,
2568-02-13 19:37:10 - 19:38:23,20.149,running,0.422,1:13,2:52,,
2568-02-13 19:43:11 - 19:44:27,20.259,running,0.418,1:16,3:01,,
2568-02-13 19:49:19 - 19:50:36,21.863,running,0.419,1:17,3:03,142.0,142.0
2568-02-14 07:26:03 - 08:05:54,277.249,running (indoor),6.606,39:51,6:01,132.75,146.0
2568-02-15 06:52:44 - 07:08:04,145.308,running,2.496,15:20,6:08,129.0,129.0
2568-02-15 07:45:17 - 07:53:27,105.72,running,1.804,8:10,4:31,149.0,149.0
2568-02-15 08:35:09 - 08:50:58,158.102,running,2.697,15:49,5:51,138.0,145.0
2568-02-15 16:40:24 - 17:10:01,297.867,running,5.0,29:37,5:55,137.333,146.0
2568-02-15 17:29:27 - 17:30:52,22.556,running,0.4,1:25,3:32,96.0,96.0
2568-02-15 17:33:36 - 17:34:54,20.844,running,0.4,1:18,3:15,,
2568-02-15 17:36:42 - 17:38:00,21.196,running,0.4,1:18,3:15,,
2568-02-15 17:40:00 - 17:41:19,21.633,running,0.4,1:19,3:17,142.0,142.0
2568-02-15 17:43:43 - 17:45:01,21.491,running,0.4,1:18,3:15,,
2568-02-15 17:47:35 - 17:48:53,20.971,running,0.4,1:18,3:15,,
2568-02-15 17:51:07 - 17:52:24,20.24,running,0.4,1:17,3:12,,
2568-02-15 17:55:11 - 17:56:30,21.922,running,0.4,1:19,3:17,,
2568-02-15 18:02:21 - 18:03:40,21.757,running,0.4,1:19,3:17,,
2568-02-15 18:07:08 - 18:08:27,21.518,running,0.4,1:19,3:17,,
2568-02-15 18:11:26 - 18:12:44,21.118,running,0.4,1:18,3:15,,
2568-02-15 18:15:36 - 18:16:55,21.706,running,0.4,1:19,3:17,,
2568-02-15 18:19:35 - 18:20:53,21.665,running,0.4,1:18,3:15,143.0,143.0
2568-02-15 18:24:17 - 18:25:36,21.022,running,0.4,1:19,3:17,,
2568-02-15 18:28:31 - 18:29:49,21.284,running,0.4,1:18,3:15,,
2568-02-15 18:33:02 - 18:34:12,18.808,running,0.4,1:10,2:55,,
2568-02-15 18:36:39 - 18:54:04,181.223,running,2.648,17:25,6:34,140.0,144.0
2568-02-16 17:35:27 - 18:27:54,651.015,running,9.997,52:27,5:14,144.6,164.0
2568-02-17 16:48:14 - 17:26:38,449.468,running,7.018,38:24,5:28,137.5,154.0
2568-02-18 17:22:20 - 17:52:54,308.578,running,5.02,30:34,6:05,138.333,161.0
2568-02-18 18:06:11 - 18:09:49,65.076,running,1.016,3:38,3:34,,
2568-02-18 18:14:07 - 18:17:48,65.87,running,1.024,3:41,3:35,,
2568-02-18 18:22:27 - 18:26:07,66.683,running,1.022,3:40,3:35,,
2568-02-18 18:31:50 - 18:35:31,66.459,running,1.011,3:41,3:38,,
2568-02-18 18:41:44 - 18:45:28,66.907,running,1.012,3:44,3:41,,
2568-02-18 18:55:37 - 18:59:24,66.33,running,1.009,3:47,3:44,,
2568-02-18 19:05:08 - 19:13:08,138.151,running,2.017,8:00,3:57,141.0,141.0
2568-02-18 19:22:43 - 19:26:47,68.672,running,1.026,4:04,3:57,,
2568-02-18 19:29:33 - 19:48:20,229.199,running,3.01,18:47,6:14,149.5,153.0
2568-02-20 18:18:39 - 18:43:46,303.804,running,5.023,25:07,5:00,143.333,156.0
2568-02-20 18:53:40 - 19:21:19,483.823,running,7.023,27:39,3:56,150.0,167.0
2568-02-20 19:35:12 - 19:36:26,19.445,running,0.409,1:14,3:00,,
2568-02-20 19:40:23 - 19:41:42,22.512,running,0.425,1:19,3:05,,
2568-02-20 19:45:29 - 19:46:48,21.985,running,0.423,1:19,3:06,,
2568-02-20 19:49:14 - 19:50:33,22.139,running,0.416,1:19,3:09,151.0,151.0
2568-02-20 19:55:04 - 19:56:21,21.626,running,0.405,1:17,3:10,,
2568-02-21 07:20:33 - 08:00:37,261.68,running (indoor),6.714,40:04,5:58,133.75,141.0
2568-02-22 07:56:58 - 07:58:21,9.213,running,0.207,1:23,6:40,,
2568-02-22 17:34:45 - 18:00:37,306.022,running,5.013,25:52,5:09,142.667,157.0
2568-02-23 07:55:24 - 08:25:55,308.57,running,5.011,30:31,6:05,132.0,143.0
2568-02-23 08:36:07 - 08:39:00,46.056,running,0.721,2:53,3:59,,
2568-02-23 17:37:46 - 18:04:28,326.1,running,5.268,26:42,5:04,141.333,159.0
2568-02-23 18:10:42 - 18:14:43,67.342,running,1.011,4:01,3:58,,
2568-02-24 16:40:46 - 17:24:51,520.954,running,8.011,44:05,5:30,146.0,154.0
2568-02-25 17:09:39 - 17:34:48,306.579,running,5.023,25:09,5:00,124.667,146.0
2568-02-25 17:56:25 - 18:03:56,139.036,running,2.154,7:31,3:29,129.0,129.0
2568-02-25 18:13:53 - 18:21:33,142.191,running,2.148,7:40,3:34,136.0,136.0
2568-02-25 18:34:20 - 18:38:58,82.659,running,1.252,4:38,3:42,,
2568-02-25 18:44:26 - 18:49:02,82.139,running,1.249,4:36,3:40,,
2568-02-25 18:55:49 - 19:00:31,82.838,running,1.247,4:42,3:46,128.0,128.0
2568-02-25 19:07:13 - 19:12:03,83.241,running,1.251,4:50,3:51,127.0,127.0
2568-02-25 19:18:25 - 19:21:47,57.01,running,0.862,3:22,3:54,135.0,135.0
2568-02-25 19:24:36 - 19:28:44,48.923,running,0.758,4:08,5:27,,
2568-02-27 07:36:53 - 08:31:04,578.249,running,10.019,54:11,5:24,137.167,150.0
2568-02-27 16:55:10 - 17:22:26,300.88,running,5.006,27:16,5:26,136.667,147.0
2568-02-27 17:34:47 - 18:03:34,510.329,running,7.495,28:47,3:50,134.0,141.0
2568-02-27 18:15:01 - 18:16:18,21.705,running,0.406,1:17,3:09,,
2568-02-27 18:19:07 - 18:20:24,21.409,running,0.403,1:17,3:11,135.0,135.0
2568-02-27 18:23:44 - 18:25:00,21.294,running,0.4,1:16,3:10,,
2568-02-27 18:28:57 - 18:30:13,20.657,running,0.402,1:16,3:09,141.0,141.0
2568-02-27 18:32:25 - 18:33:41,20.043,running,0.401,1:16,3:09,,
2568-02-27 18:38:21 - 18:53:03,164.89,running,2.506,14:42,5:51,145.0,150.0
2568-02-28 17:51:09 - 18:30:12,418.191,running,6.599,39:03,5:55,140.75,147.0
